Angle,Cp
1.683615e+02,-2.633928e-01
7.688854e+01,1.130592e-01
7.762500e+01,9.829056e-02
7.836146e+01,8.933914e-02
1.350000e+01,1.633113e+00
1.311146e+01,1.661457e+00
1.237500e+01,1.646975e+00
1.163854e+01,1.671544e+00
1.260000e+02,-2.568814e-01
1.256115e+02,-2.569543e-01
1.248750e+02,-2.571667e-01
1.241385e+02,-2.573969e-01
1.530000e+02,-2.578266e-01
1.533885e+02,-2.577581e-01
1.541250e+02,-2.576812e-01
1.548615e+02,-2.576331e-01
6.300000e+01,3.805427e-01
6.338854e+01,3.765558e-01
6.412500e+01,3.621230e-01
6.486146e+01,3.825113e-01
2.700000e+01,1.343778e+00
2.661146e+01,1.396620e+00
2.587500e+01,1.394924e+00
2.513854e+01,1.417296e+00
1.395000e+02,-2.553051e-01
1.398885e+02,-2.553407e-01
1.406250e+02,-2.553966e-01
1.413615e+02,-2.554048e-01
4.011146e+01,1.047191e+00
3.937500e+01,1.048786e+00
3.863854e+01,1.083448e+00
3.825000e+01,1.050031e+00
9.450000e+01,-1.391691e-01
9.411146e+01,-1.315096e-01
9.337500e+01,-1.247877e-01
9.263854e+01,-1.152701e-01
1.188615e+02,-2.659807e-01
1.181250e+02,-2.686904e-01
1.173885e+02,-2.709644e-01
1.170000e+02,-2.730265e-01
6.113854e+01,4.562665e-01
6.187500e+01,4.410714e-01
6.261146e+01,4.197429e-01
1.170000e+02,-2.796601e-01
1.173885e+02,-2.789287e-01
1.181250e+02,-2.768337e-01
1.188615e+02,-2.736119e-01
6.300000e+01,3.940823e-01
6.261146e+01,4.282419e-01
6.187500e+01,4.440294e-01
6.113854e+01,4.690046e-01
6.075000e+01,4.524789e-01
9.450000e+01,-1.346542e-01
9.488854e+01,-1.377843e-01
9.562500e+01,-1.448561e-01
9.636146e+01,-1.518018e-01
8.550000e+01,-3.247899e-02
8.511146e+01,-1.720917e-02
8.437500e+01,-1.048314e-02
8.363854e+01,3.380062e-03
5.850000e+01,5.095498e-01
5.811146e+01,5.361801e-01
5.737500e+01,5.478447e-01
5.663854e+01,5.732231e-01
5.625000e+01,5.583048e-01
1.575000e+01,1.658082e+00
1.613854e+01,1.593012e+00
1.687500e+01,1.539162e+00
1.761146e+01,1.531254e+00
7.425000e+01,1.526903e-01
7.386146e+01,1.785547e-01
7.312500e+01,1.884392e-01
7.238854e+01,2.034178e-01
7.200000e+01,1.973070e-01
5.586146e+01,5.951893e-01
5.512500e+01,6.079771e-01
5.438854e+01,6.306719e-01
5.400000e+01,6.162173e-01
3.375000e+01,1.163485e+00
3.413854e+01,1.187442e+00
3.487500e+01,1.159363e+00
3.561146e+01,1.154310e+00
3.600000e+01,1.108149e+00
1.687500e+02,-2.648479e-01
1.683615e+02,-2.646819e-01
1.676250e+02,-2.646043e-01
1.668885e+02,-2.641896e-01
1.665000e+02,-2.637720e-01
1.125000e+01,1.647395e+00
1.163854e+01,1.595995e+00
1.237500e+01,1.591572e+00
1.311146e+01,1.567706e+00
1.350000e+01,1.533271e+00
1.102500e+02,-2.601062e-01
1.106385e+02,-2.623747e-01
1.113750e+02,-2.661245e-01
1.121115e+02,-2.696411e-01
1.125000e+02,-2.712136e-01
1.597500e+02,-2.591524e-01
1.593615e+02,-2.590597e-01
1.586250e+02,-2.589024e-01
1.578885e+02,-2.588096e-01
1.575000e+02,-2.587770e-01
6.975000e+01,2.386164e-01
6.936146e+01,2.693156e-01
6.862500e+01,2.801853e-01
6.788854e+01,2.982952e-01
6.750000e+01,2.933050e-01
1.710000e+02,-2.600400e-01
1.706115e+02,-2.613350e-01
1.698750e+02,-2.632295e-01
1.691385e+02,-2.644104e-01
9.000000e+00,1.699349e+00
9.388542e+00,1.656127e+00
1.012500e+01,1.665966e+00
1.086146e+01,1.661982e+00
1.571115e+02,-2.587600e-01
1.563750e+02,-2.587600e-01
1.556385e+02,-2.587859e-01
1.552500e+02,-2.588071e-01
1.128885e+02,-2.731238e-01
1.136250e+02,-2.758159e-01
1.143615e+02,-2.779746e-01
1.147500e+02,-2.786218e-01
2.250000e+01,1.448166e+00
2.288854e+01,1.438232e+00
2.362500e+01,1.410515e+00
2.436146e+01,1.421171e+00
2.475000e+01,1.396558e+00
6.711146e+01,3.223718e-01
6.637500e+01,3.346886e-01
6.563854e+01,3.572424e-01
6.525000e+01,3.428897e-01
1.372500e+02,-2.560254e-01
1.368615e+02,-2.559925e-01
1.361250e+02,-2.559295e-01
1.353885e+02,-2.558766e-01
4.275000e+01,9.245153e-01
4.313854e+01,9.481660e-01
4.387500e+01,9.163379e-01
4.461146e+01,9.012990e-01
4.725000e+01,8.173601e-01
4.686146e+01,8.454281e-01
4.612500e+01,8.573748e-01
4.538854e+01,8.855121e-01
1.548615e+02,-2.588321e-01
1.541250e+02,-2.588903e-01
1.533885e+02,-2.589589e-01
1.530000e+02,-2.589982e-01
1.151385e+02,-2.798953e-01
1.158750e+02,-2.804614e-01
