Angle,Cp
1.683615e+02,-2.469753e-01
7.688854e+01,1.176777e-01
7.762500e+01,1.051826e-01
7.836146e+01,9.204200e-02
1.350000e+01,1.596617e+00
1.311146e+01,1.603260e+00
1.237500e+01,1.615025e+00
1.163854e+01,1.625513e+00
1.260000e+02,-2.470268e-01
1.256115e+02,-2.471155e-01
1.248750e+02,-2.473315e-01
1.241385e+02,-2.476346e-01
1.530000e+02,-2.443297e-01
1.533885e+02,-2.442869e-01
1.541250e+02,-2.442317e-01
1.548615e+02,-2.441890e-01
6.300000e+01,4.171042e-01
6.338854e+01,4.078647e-01
6.412500e+01,3.897806e-01
6.486146e+01,3.719943e-01
2.700000e+01,1.331111e+00
2.661146e+01,1.338848e+00
2.587500e+01,1.354058e+00
2.513854e+01,1.370840e+00
1.395000e+02,-2.412452e-01
1.398885e+02,-2.412179e-01
1.406250e+02,-2.411320e-01
1.413615e+02,-2.410016e-01
4.011146e+01,1.018331e+00
3.937500e+01,1.035185e+00
3.863854e+01,1.049021e+00
3.825000e+01,1.055993e+00
9.450000e+01,-1.380848e-01
9.411146e+01,-1.337761e-01
9.337500e+01,-1.255428e-01
9.263854e+01,-1.171605e-01
1.188615e+02,-2.525509e-01
1.181250e+02,-2.541072e-01
1.173885e+02,-2.561813e-01
1.170000e+02,-2.573434e-01
6.113854e+01,4.603312e-01
6.187500e+01,4.439637e-01
6.261146e+01,4.268053e-01
1.170000e+02,-2.510759e-01
1.173885e+02,-2.497001e-01
1.181250e+02,-2.475769e-01
1.188615e+02,-2.460977e-01
6.300000e+01,4.125658e-01
6.261146e+01,4.226747e-01
6.187500e+01,4.404496e-01
6.113854e+01,4.575657e-01
6.075000e+01,4.666488e-01
9.450000e+01,-1.370919e-01
9.488854e+01,-1.408499e-01
9.562500e+01,-1.482843e-01
9.636146e+01,-1.555802e-01
8.550000e+01,-2.321806e-02
8.511146e+01,-1.741132e-02
8.437500e+01,-6.560682e-03
8.363854e+01,3.911884e-03
5.850000e+01,5.250703e-01
5.811146e+01,5.353541e-01
5.737500e+01,5.536032e-01
5.663854e+01,5.715380e-01
5.625000e+01,5.813204e-01
1.575000e+01,1.534608e+00
1.613854e+01,1.529937e+00
1.687500e+01,1.520565e+00
1.761146e+01,1.510503e+00
7.425000e+01,1.693458e-01
7.386146e+01,1.774366e-01
7.312500e+01,1.921333e-01
7.238854e+01,2.059803e-01
7.200000e+01,2.133095e-01
5.586146e+01,5.920207e-01
5.512500e+01,6.110728e-01
5.438854e+01,6.299972e-01
5.400000e+01,6.406897e-01
3.375000e+01,1.181373e+00
3.413854e+01,1.171327e+00
3.487500e+01,1.153032e+00
3.561146e+01,1.134541e+00
3.600000e+01,1.124641e+00
1.687500e+02,-2.461585e-01
1.683615e+02,-2.469161e-01
1.676250e+02,-2.483773e-01
1.668885e+02,-2.496630e-01
1.665000e+02,-2.502037e-01
1.125000e+01,1.577296e+00
1.163854e+01,1.574372e+00
1.237500e+01,1.568429e+00
1.311146e+01,1.561978e+00
1.350000e+01,1.558376e+00
1.102500e+02,-2.596691e-01
1.106385e+02,-2.608573e-01
1.113750e+02,-2.626933e-01
1.121115e+02,-2.639068e-01
1.125000e+02,-2.642114e-01
1.597500e+02,-2.503094e-01
1.593615e+02,-2.501006e-01
1.586250e+02,-2.498223e-01
1.578885e+02,-2.496154e-01
1.575000e+02,-2.495291e-01
6.975000e+01,2.584157e-01
6.936146e+01,2.675232e-01
6.862500e+01,2.838348e-01
6.788854e+01,2.993529e-01
6.750000e+01,3.077290e-01
1.710000e+02,-2.392682e-01
1.706115e+02,-2.405667e-01
1.698750e+02,-2.429122e-01
1.691385e+02,-2.450863e-01
9.000000e+00,1.591414e+00
9.388542e+00,1.589304e+00
1.012500e+01,1.584969e+00
1.086146e+01,1.580096e+00
1.571115e+02,-2.494409e-01
1.563750e+02,-2.492837e-01
1.556385e+02,-2.491538e-01
1.552500e+02,-2.490980e-01
1.128885e+02,-2.642495e-01
1.136250e+02,-2.634286e-01
1.143615e+02,-2.614897e-01
1.147500e+02,-2.600964e-01
2.250000e+01,1.428570e+00
2.288854e+01,1.421213e+00
2.362500e+01,1.407059e+00
2.436146e+01,1.392632e+00
2.475000e+01,1.385004e+00
6.711146e+01,3.170450e-01
6.637500e+01,3.342260e-01
6.563854e+01,3.510785e-01
6.525000e+01,3.599969e-01
1.372500e+02,-2.463912e-01
1.368615e+02,-2.464025e-01
1.361250e+02,-2.464097e-01
1.353885e+02,-2.464035e-01
4.275000e+01,9.459502e-01
4.313854e+01,9.348525e-01
4.387500e+01,9.154862e-01
4.461146e+01,8.953690e-01
4.725000e+01,8.246585e-01
4.686146e+01,8.354721e-01
4.612500e+01,8.553154e-01
4.538854e+01,8.744855e-01
1.548615e+02,-2.490521e-01
1.541250e+02,-2.489898e-01
1.533885e+02,-2.489533e-01
1.530000e+02,-2.489420e-01
1.151385e+02,-2.585320e-01
1.158750e+02,-2.554553e-01
1.166115e+02,-2.525153e-01
2.513854e+01,1.377467e+00
2.587500e+01,1.363978e+00
2.661146e+01,1.351621e+00
2.700000e+01,1.345782e+00
6.486146e+01,3.696333e-01
6.412500e+01,3.870098e-01
6.338854e+01,4.036981e-01
6.036146e+01,4.767874e-01
5.962500e+01,4.955731e-01
5.888854e+01,5.147397e-01
4.950000e+01,7.628514e-01
4.911146e+01,7.738417e-01
4.837500e+01,7.940523e-01
4.763854e+01,8.139122e-01
4.050000e+01,1.006459e+00
4.088854e+01,9.956536e-01
4.162500e+01,9.764166e-01
4.236146e+01,9.567142e-01
3.825000e+01,1.066006e+00
3.863854e+01,1.055396e+00
3.937500e+01,1.036359e+00
4.011146e+01,1.016968e+00
5.175000e+01,7.007011e-01
5.136146e+01,7.121243e-01
5.062500e+01,7.322281e-01
4.988854e+01,7.520498e-01
7.161146e+01,2.218144e-01
7.087500e+01,2.369868e-01
7.013854e+01,2.509501e-01
9.225000e+01,-1.104558e-01
9.263854e+01,-1.150659e-01
9.337500e+01,-1.238475e-01
9.411146e+01,-1.325859e-01
1.260000e+02,-2.414861e-01
1.263885e+02,-2.413843e-01
1.271250e+02,-2.412461e-01
1.278615e+02,-2.411608e-01
1.282500e+02,-2.411292e-01
3.638854e+01,1.114431e+00
3.712500e+01,1.095599e+00
3.786146e+01,1.076351e+00
5.361146e+01,6.517417e-01
5.287500e+01,6.708352e-01
5.213854e+01,6.898839e-01
6.750000e+00,1.601958e+00
7.138542e+00,1.600313e+00
7.875000e+00,1.597013e+00
8.611459e+00,1.593421e+00
1.661115e+02,-2.506929e-01
1.653750e+02,-2.512920e-01
1.646385e+02,-2.515961e-01
1.642500e+02,-2.516697e-01
1.388854e+01,1.554601e+00
1.462500e+01,1.547058e+00
1.536146e+01,1.539013e+00
1.616115e+02,-2.446046e-01
1.608750e+02,-2.444404e-01
1.601385e+02,-2.443185e-01
7.161146e+01,2.240610e-01
7.087500e+01,2.398966e-01
7.013854e+01,2.555997e-01
1.800000e+01,1.513072e+00
1.838854e+01,1.506144e+00
1.912500e+01,1.492308e+00
1.986146e+01,1.477654e+00
9.488854e+01,-1.442204e-01
9.562500e+01,-1.549416e-01
9.636146e+01,-1.659401e-01
1.237500e+02,-2.424369e-01
1.233615e+02,-2.426357e-01
1.226250e+02,-2.430981e-01
1.218885e+02,-2.437349e-01
2.211146e+01,1.435907e+00
2.137500e+01,1.449439e+00
2.063854e+01,1.462487e+00
1.008615e+02,-1.895302e-01
1.001250e+02,-1.853145e-01
9.938854e+01,-1.824804e-01
7.913854e+01,7.881871e-02
7.987500e+01,6.508139e-02
8.061146e+01,5.148342e-02
1.777500e+02,-2.241247e-01
1.781385e+02,-2.241182e-01
1.788750e+02,-2.244336e-01
1.796115e+02,-2.251592e-01
9.186146e+01,-1.055774e-01
9.112500e+01,-9.619024e-02
9.038854e+01,-8.681777e-02
1.713885e+02,-2.380088e-01
1.721250e+02,-2.356102e-01
1.728615e+02,-2.332572e-01
1.057500e+02,-2.372686e-01
1.053615e+02,-2.343767e-01
1.046250e+02,-2.280242e-01
1.038885e+02,-2.201288e-01
7.463854e+01,1.617184e-01
7.537500e+01,1.470706e-01
7.611146e+01,1.321998e-01
1.083885e+02,-2.526964e-01
1.091250e+02,-2.560639e-01
1.098615e+02,-2.588642e-01
1.102500e+02,-2.601038e-01
1.241385e+02,-2.422443e-01
1.248750e+02,-2.418989e-01
1.256115e+02,-2.416066e-01
8.736146e+01,-4.642278e-02
8.662500e+01,-3.621822e-02
8.588854e+01,-2.642891e-02
8.550000e+01,-2.163228e-02
5.400000e+01,6.425764e-01
5.361146e+01,6.535002e-01
5.287500e+01,6.726592e-01
5.213854e+01,6.919700e-01
5.175000e+01,7.030765e-01
0.000000e+00,1.629010e+00
3.885417e-01,1.631062e+00
1.125000e+00,1.634693e+00
1.861458e+00,1.637703e+00
1.263885e+02,-2.469420e-01
1.271250e+02,-2.468194e-01
1.278615e+02,-2.467233e-01
1.282500e+02,-2.466807e-01
1.462500e+02,-2.478509e-01
1.458615e+02,-2.476431e-01
1.451250e+02,-2.472481e-01
1.443885e+02,-2.468817e-01
1.440000e+02,-2.467097e-01
1.125000e+02,-2.649933e-01
1.121115e+02,-2.644658e-01
1.113750e+02,-2.629851e-01
1.106385e+02,-2.610865e-01
1.376385e+02,-2.463709e-01
1.383750e+02,-2.463150e-01
1.391115e+02,-2.462380e-01
1.395000e+02,-2.461958e-01
3.885417e-01,1.626841e+00
1.125000e+00,1.623331e+00
1.861458e+00,1.620468e+00
2.250000e+00,1.619122e+00
1.305000e+02,-2.410208e-01
1.308885e+02,-2.410120e-01
1.316250e+02,-2.409866e-01
1.323615e+02,-2.409649e-01
1.327500e+02,-2.409648e-01
8.363854e+01,6.326945e-03
8.437500e+01,-4.480718e-03
8.511146e+01,-1.572174e-02
1.128885e+02,-2.654088e-01
1.136250e+02,-2.655324e-01
1.143615e+02,-2.647000e-01
1.147500e+02,-2.639336e-01
2.738854e+01,1.323247e+00
2.812500e+01,1.307607e+00
2.886146e+01,1.291238e+00
2.925000e+01,1.282431e+00
1.755000e+02,-2.367739e-01
1.758885e+02,-2.356662e-01
1.766250e+02,-2.335570e-01
1.773615e+02,-2.315141e-01
1.098615e+02,-2.583403e-01
1.091250e+02,-2.554249e-01
1.083885e+02,-2.521166e-01
1.080000e+02,-2.502940e-01
3.336146e+01,1.190838e+00
3.262500e+01,1.208338e+00
3.188854e+01,1.225386e+00
1.388854e+01,1.589741e+00
1.462500e+01,1.576081e+00
1.536146e+01,1.561830e+00
1.575000e+01,1.554207e+00
1.391115e+02,-2.412583e-01
1.383750e+02,-2.412568e-01
1.376385e+02,-2.412260e-01
1.372500e+02,-2.412006e-01
1.485000e+02,-2.487439e-01
1.488885e+02,-2.488204e-01
1.496250e+02,-2.489097e-01
1.503615e+02,-2.489416e-01
1.507500e+02,-2.489443e-01
1.751115e+02,-2.378392e-01
1.743750e+02,-2.397828e-01
1.736385e+02,-2.415581e-01
1.732500e+02,-2.424014e-01
3.600000e+01,1.130459e+00
3.561146e+01,1.139310e+00
3.487500e+01,1.154796e+00
3.413854e+01,1.169708e+00
3.375000e+01,1.177965e+00
1.526115e+02,-2.443437e-01
1.518750e+02,-2.443270e-01
1.511385e+02,-2.442173e-01
1.507500e+02,-2.441124e-01
3.638854e+01,1.116906e+00
3.712500e+01,1.089046e+00
3.786146e+01,1.065502e+00
1.485000e+02,-2.428893e-01
1.481115e+02,-2.426003e-01
1.473750e+02,-2.420377e-01
1.466385e+02,-2.415111e-01
1.462500e+02,-2.412647e-01
5.811146e+01,5.365929e-01
5.737500e+01,5.552716e-01
5.663854e+01,5.738835e-01
5.625000e+01,5.839611e-01
