Angle,Cp,p
-4.988854e+01,7.631255e-01,5.601338e-01
-4.950000e+01,7.705359e-01,5.638390e-01
1.601385e+02,-2.391435e-01,5.899924e-02
1.608750e+02,-2.400558e-01,5.854308e-02
1.616115e+02,-2.411413e-01,5.800035e-02
1.620000e+02,-2.416264e-01,5.775778e-02
-6.361459e+00,1.640265e+00,9.987035e-01
-5.625000e+00,1.647028e+00,1.002085e+00
-4.888542e+00,1.653840e+00,1.005491e+00
-4.500000e+00,1.646286e+00,1.001714e+00
1.417500e+02,-2.343521e-01,6.139493e-02
1.413615e+02,-2.343811e-01,6.138043e-02
1.406250e+02,-2.345488e-01,6.129660e-02
1.398885e+02,-2.347867e-01,6.117765e-02
1.421385e+02,-2.343800e-01,6.138100e-02
1.428750e+02,-2.345871e-01,6.127745e-02
1.436115e+02,-2.349858e-01,6.107809e-02
1.773615e+02,-2.087537e-01,7.419416e-02
1.766250e+02,-2.107359e-01,7.320303e-02
1.758885e+02,-2.141389e-01,7.150155e-02
1.166115e+02,-2.415697e-01,5.778615e-02
1.158750e+02,-2.434350e-01,5.685350e-02
1.151385e+02,-2.459331e-01,5.560445e-02
3.150000e+01,1.236384e+00,7.967629e-01
3.111146e+01,1.246333e+00,8.017377e-01
3.037500e+01,1.262369e+00,8.097553e-01
2.963854e+01,1.279149e+00,8.181456e-01
-1.301115e+02,-2.336572e-01,6.174242e-02
-1.293750e+02,-2.336875e-01,6.172725e-02
-1.286385e+02,-2.337261e-01,6.170797e-02
-1.061385e+02,-2.355387e-01,6.080164e-02
-1.068750e+02,-2.393917e-01,5.887517e-02
-1.076115e+02,-2.433619e-01,5.689005e-02
1.466385e+02,-2.368692e-01,6.013639e-02
1.473750e+02,-2.370713e-01,6.003533e-02
1.481115e+02,-2.371643e-01,5.998885e-02
6.361459e+00,1.647153e+00,1.002148e+00
5.625000e+00,1.652825e+00,1.004983e+00
4.888542e+00,1.658579e+00,1.007861e+00
-1.350000e+02,-2.337513e-01,6.169535e-02
-1.346115e+02,-2.337288e-01,6.170662e-02
-1.338750e+02,-2.336921e-01,6.172493e-02
-1.331385e+02,-2.336569e-01,6.174256e-02
1.761146e+01,1.511505e+00,9.343234e-01
1.687500e+01,1.521445e+00,9.392936e-01
1.613854e+01,1.530697e+00,9.439195e-01
-1.353885e+02,-2.337761e-01,6.168294e-02
-1.361250e+02,-2.338248e-01,6.165861e-02
-1.368615e+02,-2.338758e-01,6.163311e-02
1.526115e+02,-2.370336e-01,6.005418e-02
1.518750e+02,-2.370486e-01,6.004669e-02
1.511385e+02,-2.370788e-01,6.003159e-02
-1.713885e+02,-2.394274e-01,5.885731e-02
-1.721250e+02,-2.366114e-01,6.026530e-02
-1.728615e+02,-2.305172e-01,6.331240e-02
-1.488885e+02,-2.358627e-01,6.063964e-02
-1.496250e+02,-2.359442e-01,6.059892e-02
-1.503615e+02,-2.359398e-01,6.060112e-02
-1.443885e+02,-2.333944e-01,6.187379e-02
-1.451250e+02,-2.337959e-01,6.167307e-02
-1.458615e+02,-2.343067e-01,6.141764e-02
-5.438854e+01,6.456276e-01,5.013848e-01
-5.512500e+01,6.263454e-01,4.917437e-01
-5.586146e+01,6.078427e-01,4.824923e-01
3.188854e+01,1.227625e+00,7.923837e-01
3.262500e+01,1.208610e+00,7.828758e-01
3.336146e+01,1.192524e+00,7.748332e-01
8.961146e+01,-7.082599e-02,1.431580e-01
8.887500e+01,-6.317323e-02,1.469844e-01
8.813854e+01,-5.264047e-02,1.522508e-01
-2.738854e+01,1.327369e+00,8.422557e-01
-2.812500e+01,1.311740e+00,8.344411e-01
-2.886146e+01,1.295067e+00,8.261046e-01
1.638615e+02,-2.440116e-01,5.656522e-02
1.631250e+02,-2.427369e-01,5.720256e-02
1.623885e+02,-2.425588e-01,5.729160e-02
-2.638542e+00,1.670425e+00,1.013783e+00
-3.375000e+00,1.665432e+00,1.011287e+00
-4.111458e+00,1.661537e+00,1.009339e+00
-4.763854e+01,8.214080e-01,5.892750e-01
-4.837500e+01,8.012072e-01,5.791746e-01
-4.911146e+01,7.829139e-01,5.700279e-01
