Angle,Cp
1.661115e+02,-2.634792e-01
1.653750e+02,-2.627945e-01
1.646385e+02,-2.603734e-01
1.642500e+02,-2.602519e-01
1.388854e+01,1.574326e+00
1.462500e+01,1.560801e+00
1.536146e+01,1.562080e+00
1.616115e+02,-2.530350e-01
1.608750e+02,-2.523314e-01
1.601385e+02,-2.515444e-01
7.161146e+01,2.298147e-01
7.087500e+01,2.333927e-01
7.013854e+01,2.574681e-01
1.800000e+01,1.477879e+00
1.838854e+01,1.510384e+00
1.912500e+01,1.503025e+00
1.986146e+01,1.514815e+00
9.488854e+01,-1.319512e-01
9.562500e+01,-1.446345e-01
9.636146e+01,-1.492946e-01
1.237500e+02,-2.486902e-01
1.233615e+02,-2.490229e-01
1.226250e+02,-2.508520e-01
1.218885e+02,-2.521520e-01
2.211146e+01,1.460251e+00
2.137500e+01,1.459063e+00
2.063854e+01,1.478504e+00
1.008615e+02,-1.923554e-01
1.001250e+02,-1.868949e-01
9.938854e+01,-1.800795e-01
7.913854e+01,8.829337e-02
7.987500e+01,6.851998e-02
8.061146e+01,6.295654e-02
1.777500e+02,-2.091100e-01
1.781385e+02,-2.060821e-01
1.788750e+02,-2.039984e-01
1.796115e+02,-2.021082e-01
9.186146e+01,-9.739336e-02
9.112500e+01,-9.055185e-02
9.038854e+01,-8.333629e-02
1.713885e+02,-2.545407e-01
1.721250e+02,-2.507902e-01
1.728615e+02,-2.445946e-01
1.057500e+02,-2.292924e-01
1.053615e+02,-2.268666e-01
1.046250e+02,-2.222197e-01
1.038885e+02,-2.172977e-01
7.463854e+01,1.713643e-01
7.537500e+01,1.496046e-01
7.611146e+01,1.441158e-01
1.083885e+02,-2.456957e-01
1.091250e+02,-2.512484e-01
1.098615e+02,-2.537734e-01
1.102500e+02,-2.582943e-01
1.241385e+02,-2.477971e-01
1.248750e+02,-2.471696e-01
1.256115e+02,-2.467813e-01
8.736146e+01,-4.059517e-02
8.662500e+01,-3.239143e-02
8.588854e+01,-2.386027e-02
8.550000e+01,-2.328527e-02
5.400000e+01,6.455064e-01
5.361146e+01,6.724171e-01
5.287500e+01,6.866984e-01
5.213854e+01,7.127057e-01
5.175000e+01,6.771012e-01
0.000000e+00,1.679517e+00
3.885417e-01,1.679419e+00
1.125000e+00,1.678364e+00
1.861458e+00,1.680370e+00
1.263885e+02,-2.495597e-01
1.271250e+02,-2.496622e-01
1.278615e+02,-2.496028e-01
1.282500e+02,-2.496904e-01
1.462500e+02,-2.490681e-01
1.458615e+02,-2.482371e-01
1.451250e+02,-2.477236e-01
1.443885e+02,-2.473260e-01
1.440000e+02,-2.475078e-01
1.125000e+02,-2.687304e-01
