Angle,Cp,p
-5.062500e+01,7.380706e-01,5.476063e-01
-4.988854e+01,7.583780e-01,5.577600e-01
-4.950000e+01,7.686490e-01,5.628955e-01
1.601385e+02,-2.410186e-01,5.806172e-02
1.608750e+02,-2.410968e-01,5.802258e-02
1.616115e+02,-2.410597e-01,5.804115e-02
1.620000e+02,-2.409960e-01,5.807301e-02
-6.361459e+00,1.632406e+00,9.947739e-01
-5.625000e+00,1.636486e+00,9.968138e-01
-4.888542e+00,1.641983e+00,9.995623e-01
-4.500000e+00,1.644988e+00,1.001065e+00
1.417500e+02,-2.381095e-01,5.951624e-02
1.413615e+02,-2.380035e-01,5.956925e-02
1.406250e+02,-2.378107e-01,5.966565e-02
1.398885e+02,-2.376422e-01,5.974992e-02
1.421385e+02,-2.382169e-01,5.946257e-02
1.428750e+02,-2.384203e-01,5.936084e-02
1.436115e+02,-2.386241e-01,5.925897e-02
1.773615e+02,-2.295043e-01,6.381886e-02
1.766250e+02,-2.292030e-01,6.396949e-02
1.758885e+02,-2.290950e-01,6.402352e-02
1.166115e+02,-2.464292e-01,5.535638e-02
1.158750e+02,-2.482376e-01,5.445221e-02
1.151385e+02,-2.499673e-01,5.358737e-02
3.150000e+01,1.231227e+00,7.941843e-01
3.111146e+01,1.244021e+00,8.005813e-01
3.037500e+01,1.260259e+00,8.087006e-01
2.963854e+01,1.276853e+00,8.169977e-01
-1.301115e+02,-2.398983e-01,5.862187e-02
-1.293750e+02,-2.399291e-01,5.860647e-02
-1.286385e+02,-2.399674e-01,5.858729e-02
-1.061385e+02,-2.371396e-01,6.000122e-02
-1.068750e+02,-2.416587e-01,5.774167e-02
-1.076115e+02,-2.458626e-01,5.563970e-02
1.466385e+02,-2.393268e-01,5.890758e-02
1.473750e+02,-2.394273e-01,5.885736e-02
1.481115e+02,-2.394983e-01,5.882187e-02
6.361459e+00,1.653556e+00,1.005349e+00
5.625000e+00,1.656631e+00,1.006886e+00
4.888542e+00,1.659712e+00,1.008427e+00
-1.350000e+02,-2.399494e-01,5.859632e-02
-1.346115e+02,-2.399273e-01,5.860733e-02
-1.338750e+02,-2.398917e-01,5.862517e-02
-1.331385e+02,-2.398512e-01,5.864541e-02
1.761146e+01,1.511241e+00,9.341913e-01
1.687500e+01,1.522907e+00,9.400247e-01
1.613854e+01,1.534935e+00,9.460387e-01
-1.353885e+02,-2.399742e-01,5.858389e-02
-1.361250e+02,-2.400106e-01,5.856568e-02
-1.368615e+02,-2.400478e-01,5.854711e-02
1.526115e+02,-2.396799e-01,5.873105e-02
1.518750e+02,-2.396489e-01,5.874655e-02
1.511385e+02,-2.396265e-01,5.875774e-02
-1.713885e+02,-2.430529e-01,5.704454e-02
-1.721250e+02,-2.427835e-01,5.717923e-02
-1.728615e+02,-2.423216e-01,5.741021e-02
-1.488885e+02,-2.405640e-01,5.828901e-02
-1.496250e+02,-2.411469e-01,5.799755e-02
-1.503615e+02,-2.417153e-01,5.771333e-02
-1.443885e+02,-2.395576e-01,5.879219e-02
-1.451250e+02,-2.394441e-01,5.884895e-02
-1.458615e+02,-2.393765e-01,5.888275e-02
-5.438854e+01,6.359865e-01,4.965642e-01
-5.512500e+01,6.173448e-01,4.872434e-01
-5.586146e+01,5.983184e-01,4.777302e-01
3.188854e+01,1.227115e+00,7.921287e-01
3.262500e+01,1.206351e+00,7.817464e-01
3.336146e+01,1.194275e+00,7.757083e-01
8.961146e+01,-8.137655e-02,1.378827e-01
8.887500e+01,-7.179558e-02,1.426732e-01
8.813854e+01,-6.220975e-02,1.474661e-01
-2.738854e+01,1.323936e+00,8.405392e-01
-2.812500e+01,1.311981e+00,8.345616e-01
-2.886146e+01,1.293069e+00,8.251057e-01
1.638615e+02,-2.403449e-01,5.839855e-02
1.631250e+02,-2.406693e-01,5.823637e-02
1.623885e+02,-2.409078e-01,5.811712e-02
-2.638542e+00,1.654109e+00,1.005626e+00
-3.375000e+00,1.650634e+00,1.003888e+00
-4.111458e+00,1.647245e+00,1.002194e+00
-4.763854e+01,8.153141e-01,5.862281e-01
-4.837500e+01,7.971153e-01,5.771286e-01
-4.911146e+01,7.790228e-01,5.680824e-01
