Angle,Cp,p
-5.136146e+01,7.124995e-01,5.348207e-01
-5.062500e+01,7.332294e-01,5.451857e-01
-4.988854e+01,7.535003e-01,5.553212e-01
-4.950000e+01,7.640093e-01,5.605757e-01
1.601385e+02,-2.549346e-01,5.110369e-02
1.608750e+02,-2.554399e-01,5.085105e-02
1.616115e+02,-2.559197e-01,5.061115e-02
1.620000e+02,-2.561049e-01,5.051856e-02
-6.361459e+00,1.624914e+00,9.910280e-01
-5.625000e+00,1.630327e+00,9.937345e-01
-4.888542e+00,1.635944e+00,9.965428e-01
-4.500000e+00,1.639049e+00,9.980955e-01
1.417500e+02,-2.513456e-01,5.289819e-02
1.413615e+02,-2.512851e-01,5.292843e-02
1.406250e+02,-2.512440e-01,5.294899e-02
1.398885e+02,-2.512713e-01,5.293537e-02
1.421385e+02,-2.514367e-01,5.285263e-02
1.428750e+02,-2.516879e-01,5.272703e-02
1.436115e+02,-2.520213e-01,5.256037e-02
1.773615e+02,-2.481072e-01,5.451739e-02
1.766250e+02,-2.459076e-01,5.561719e-02
1.758885e+02,-2.440211e-01,5.656043e-02
1.166115e+02,-2.664389e-01,4.535155e-02
1.158750e+02,-2.691550e-01,4.399352e-02
1.151385e+02,-2.712360e-01,4.295302e-02
3.150000e+01,1.230017e+00,7.935797e-01
3.111146e+01,1.239188e+00,7.981651e-01
3.037500e+01,1.256112e+00,8.066272e-01
2.963854e+01,1.272812e+00,8.149772e-01
-1.301115e+02,-2.675941e-01,4.477394e-02
-1.293750e+02,-2.678115e-01,4.466527e-02
-1.286385e+02,-2.680715e-01,4.453523e-02
-1.061385e+02,-2.408552e-01,5.814340e-02
-1.068750e+02,-2.455656e-01,5.578820e-02
-1.076115e+02,-2.498583e-01,5.364187e-02
1.466385e+02,-2.532267e-01,5.195764e-02
1.473750e+02,-2.533363e-01,5.190285e-02
1.481115e+02,-2.533822e-01,5.187989e-02
6.361459e+00,1.668125e+00,1.012633e+00
5.625000e+00,1.674776e+00,1.015959e+00
4.888542e+00,1.679858e+00,1.018500e+00
-1.350000e+02,-2.671156e-01,4.501322e-02
-1.346115e+02,-2.671269e-01,4.500756e-02
-1.338750e+02,-2.671656e-01,4.498822e-02
-1.331385e+02,-2.672308e-01,4.495562e-02
1.761146e+01,1.501992e+00,9.295671e-01
1.687500e+01,1.512097e+00,9.346196e-01
1.613854e+01,1.522651e+00,9.398966e-01
-1.353885e+02,-2.671061e-01,4.501795e-02
-1.361250e+02,-2.670913e-01,4.502533e-02
-1.368615e+02,-2.670835e-01,4.502923e-02
1.526115e+02,-2.533239e-01,5.190906e-02
1.518750e+02,-2.533196e-01,5.191122e-02
1.511385e+02,-2.533302e-01,5.190592e-02
-1.713885e+02,-2.747727e-01,4.118464e-02
-1.721250e+02,-2.748421e-01,4.114993e-02
-1.728615e+02,-2.746022e-01,4.126989e-02
-1.488885e+02,-2.678179e-01,4.466204e-02
-1.496250e+02,-2.685148e-01,4.431358e-02
-1.503615e+02,-2.691955e-01,4.397327e-02
-1.443885e+02,-2.667145e-01,4.521377e-02
-1.451250e+02,-2.664915e-01,4.532525e-02
-1.458615e+02,-2.663587e-01,4.539166e-02
-5.438854e+01,6.302783e-01,4.937101e-01
-5.512500e+01,6.119380e-01,4.845400e-01
-5.586146e+01,5.935428e-01,4.753424e-01
3.188854e+01,1.221059e+00,7.891003e-01
3.262500e+01,1.203558e+00,7.803501e-01
3.336146e+01,1.186369e+00,7.717553e-01
8.961146e+01,-7.977193e-02,1.386850e-01
8.887500e+01,-6.999811e-02,1.435719e-01
8.813854e+01,-6.027859e-02,1.484317e-01
-2.738854e+01,1.332357e+00,8.447493e-01
-2.812500e+01,1.314753e+00,8.359475e-01
-2.886146e+01,1.295856e+00,8.264992e-01
1.638615e+02,-2.558881e-01,5.062695e-02
1.631250e+02,-2.562319e-01,5.045507e-02
1.623885e+02,-2.562328e-01,5.045458e-02
-2.638542e+00,1.654708e+00,1.005925e+00
-3.375000e+00,1.648415e+00,1.002779e+00
-4.111458e+00,1.642210e+00,9.996758e-01
-4.763854e+01,8.126435e-01,5.848927e-01
-4.837500e+01,7.933937e-01,5.752679e-01
-4.911146e+01,7.743376e-01,5.657398e-01
